2,1,1348.92,418.61,167.66,376.34,1.00,-1,-1,-1
2,2,584.11,442.78,87.81,264.22,1.00,-1,-1,-1
2,3,1423.16,430.97,186.31,338.91,1.00,-1,-1,-1
2,4,440.72,443.56,116.10,278.46,1.00,-1,-1,-1
2,5,733.49,472.78,32.63,94.44,1.00,-1,-1,-1
2,6,910.82,479.90,98.12,105.34,1.00,-1,-1,-1
2,7,935.32,433.00,37.59,83.98,1.00,-1,-1,-1
2,8,1016.70,429.46,40.61,100.56,1.00,-1,-1,-1
2,9,654.75,458.41,48.21,184.59,1.00,-1,-1,-1
2,10,1255.53,446.00,35.95,99.00,1.00,-1,-1,-1
3,1,1351.65,417.82,169.92,380.72,1.00,-1,-1,-1
3,2,584.38,443.02,88.09,264.74,1.00,-1,-1,-1
3,3,1423.25,429.39,186.84,340.92,1.00,-1,-1,-1
3,4,440.78,442.52,117.12,280.29,1.00,-1,-1,-1
3,5,733.67,473.02,32.84,94.72,1.00,-1,-1,-1
3,6,909.94,478.19,99.33,106.83,1.00,-1,-1,-1
3,7,935.38,433.00,37.26,83.19,1.00,-1,-1,-1
3,8,1015.96,430.51,40.56,100.29,1.00,-1,-1,-1
3,9,652.27,457.86,48.75,185.14,1.00,-1,-1,-1
3,10,1255.97,446.00,35.88,99.00,1.00,-1,-1,-1
4,1,1354.66,416.18,171.96,384.87,1.00,-1,-1,-1
4,2,585.22,443.08,88.14,264.19,1.00,-1,-1,-1
4,3,1445.86,426.70,187.01,345.14,1.00,-1,-1,-1
4,4,441.43,442.89,117.48,280.17,1.00,-1,-1,-1
4,5,733.76,473.82,32.78,94.11,1.00,-1,-1,-1
4,6,910.73,479.16,98.31,105.81,1.00,-1,-1,-1
4,7,935.39,433.00,37.19,82.95,1.00,-1,-1,-1
4,8,1014.86,430.89,40.07,98.69,1.00,-1,-1,-1
4,9,650.98,457.74,49.38,185.26,1.00,-1,-1,-1
4,10,1256.48,446.00,35.84,99.00,1.00,-1,-1,-1
4,14,1676.93,409.77,110.88,26.48,1.00,-1,-1,-1
5,1,1359.63,415.67,172.27,385.40,1.00,-1,-1,-1
5,2,585.28,443.09,87.84,262.57,1.00,-1,-1,-1
5,3,1453.84,425.82,183.38,345.06,1.00,-1,-1,-1
5,4,440.96,441.58,118.84,282.25,1.00,-1,-1,-1
5,5,734.32,475.51,32.37,92.48,1.00,-1,-1,-1
5,6,913.23,483.85,94.20,101.10,1.00,-1,-1,-1
5,7,935.04,433.00,37.15,82.89,1.00,-1,-1,-1
5,8,1015.17,430.29,40.01,98.14,1.00,-1,-1,-1
5,9,650.92,459.17,49.75,183.83,1.00,-1,-1,-1
5,10,1256.27,446.00,35.85,99.00,1.00,-1,-1,-1
5,14,1677.92,410.08,109.04,26.04,1.00,-1,-1,-1
6,1,1366.23,414.17,172.09,386.78,1.00,-1,-1,-1
6,2,585.52,442.38,88.67,264.13,1.00,-1,-1,-1
6,3,1459.08,424.88,179.99,346.30,1.00,-1,-1,-1
6,4,441.32,440.42,120.25,284.36,1.00,-1,-1,-1
6,5,733.48,473.95,33.54,95.48,1.00,-1,-1,-1
6,6,912.73,484.11,94.81,101.56,1.00,-1,-1,-1
6,7,934.75,433.70,36.79,82.18,1.00,-1,-1,-1
6,8,1014.86,430.27,39.89,97.85,1.00,-1,-1,-1
6,9,651.86,461.10,50.22,183.30,1.00,-1,-1,-1
6,10,1256.82,446.00,35.97,99.00,1.00,-1,-1,-1
6,14,1675.82,409.15,112.47,26.85,1.00,-1,-1,-1
7,1,1374.67,412.31,171.90,389.87,1.00,-1,-1,-1
7,2,584.83,442.12,89.11,264.01,1.00,-1,-1,-1
7,3,1472.68,421.17,180.08,350.77,1.00,-1,-1,-1
7,4,442.43,441.39,120.78,283.72,1.00,-1,-1,-1
7,5,733.51,474.07,33.97,96.54,1.00,-1,-1,-1
7,6,912.49,484.17,95.15,101.74,1.00,-1,-1,-1
7,7,934.66,433.95,36.64,81.94,1.00,-1,-1,-1
7,8,1014.80,430.04,40.19,97.92,1.00,-1,-1,-1
7,9,650.34,460.41,51.44,185.18,1.00,-1,-1,-1
7,10,1256.28,446.00,36.10,99.00,1.00,-1,-1,-1
7,14,1677.36,409.76,110.00,26.20,1.00,-1,-1,-1
8,1,1383.97,410.33,170.53,392.24,1.00,-1,-1,-1
8,2,585.36,442.02,89.71,264.65,1.00,-1,-1,-1
8,3,1484.32,421.22,178.37,350.30,1.00,-1,-1,-1
8,4,443.29,441.76,121.33,282.76,1.00,-1,-1,-1
8,5,732.41,473.42,34.31,97.60,1.00,-1,-1,-1
8,6,912.62,484.86,94.83,101.14,1.00,-1,-1,-1
8,7,934.03,434.03,36.42,81.87,1.00,-1,-1,-1
8,8,1016.27,431.39,39.33,95.81,1.00,-1,-1,-1
8,9,653.16,461.51,52.01,184.49,1.00,-1,-1,-1
8,10,1254.97,446.00,36.30,99.00,1.00,-1,-1,-1
